status,card_present_flag,txn_description,balance,gender,age,merchant_state,extraction,amount,movement
authorized,1,POS,1113.7,M,27,VIC,2018-08-12T03:29:59.000+0000,16.68,debit
posted,,PAYMENT,1120.07,F,24,,2018-08-12T04:00:00.000+0000,38,debit
authorized,1,SALES-POS,2059.49,F,27,WA,2018-08-12T04:24:45.000+0000,20.95,debit
posted,,PAYMENT,15457,F,34,,2018-08-12T05:00:00.000+0000,31,debit
posted,,PAYMENT,1226.9,F,64,,2018-08-12T05:00:00.000+0000,30,debit
posted,,PAYMENT,6845.92,M,23,,2018-08-12T06:00:00.000+0000,177,debit
posted,,INTER BANK,54088.55,M,40,,2018-08-12T06:00:00.000+0000,39,debit
posted,,PAYMENT,1303.79,M,25,,2018-08-12T06:00:00.000+0000,144,debit
posted,,INTER BANK,2423.6,M,43,,2018-08-12T06:00:00.000+0000,146,debit
authorized,0,POS,973.4,M,30,QLD,2018-08-12T06:02:13.000+0000,23.4,debit
posted,,PAYMENT,243.41,M,20,,2018-08-12T07:00:00.000+0000,49,debit
authorized,1,POS,16879.01,M,24,QLD,2018-08-12T07:26:39.000+0000,13.36,debit
posted,,INTER BANK,2198.96,M,22,,2018-08-12T08:00:00.000+0000,33,debit
posted,,PAYMENT,25222.88,F,50,,2018-08-12T08:00:00.000+0000,176,debit
authorized,1,SALES-POS,560.14,F,53,QLD,2018-08-12T08:12:29.000+0000,22.5,debit
authorized,1,SALES-POS,368.85,M,38,NSW,2018-08-12T08:43:44.000+0000,16.23,debit
authorized,1,SALES-POS,2048.59,F,27,WA,2018-08-12T09:02:28.000+0000,10.9,debit
authorized,1,SALES-POS,42286.31,M,22,VIC,2018-08-12T09:07:37.000+0000,38.23,debit
authorized,1,SALES-POS,3202.65,M,52,WA,2018-08-12T09:12:47.000+0000,28.72,debit
authorized,0,SALES-POS,353.78,M,38,NSW,2018-08-12T09:17:56.000+0000,15.07,debit
authorized,1,SALES-POS,1598.4,M,37,QLD,2018-08-12T09:23:05.000+0000,8.79,debit
authorized,1,SALES-POS,15405.77,F,34,WA,2018-08-12T09:28:14.000+0000,51.23,debit
authorized,1,POS,533.73,F,53,QLD,2018-08-12T09:33:24.000+0000,26.41,debit
authorized,1,POS,341.7,M,38,NSW,2018-08-12T09:38:33.000+0000,12.08,debit
authorized,1,SALES-POS,818.71,F,26,NSW,2018-08-12T09:43:42.000+0000,209.16,debit
authorized,1,POS,25202.14,F,50,VIC,2018-08-12T09:48:51.000+0000,20.74,debit
authorized,1,SALES-POS,314.8,M,38,NSW,2018-08-12T09:54:01.000+0000,26.9,debit
authorized,0,POS,958.16,M,30,QLD,2018-08-12T09:59:10.000+0000,15.24,debit
posted,,PAYMENT,30542.38,M,21,,2018-08-12T10:00:00.000+0000,42,debit
authorized,0,SALES-POS,54038.19,M,40,WA,2018-08-12T10:06:43.000+0000,50.36,debit
authorized,1,SALES-POS,354.22,F,43,NSW,2018-08-12T10:14:43.000+0000,26.35,debit
authorized,1,SALES-POS,2371.68,M,20,VIC,2018-08-12T10:22:43.000+0000,11.82,debit
authorized,0,POS,949.59,M,30,NSW,2018-08-12T10:30:43.000+0000,8.57,debit
authorized,1,POS,2362.11,M,20,VIC,2018-08-12T10:38:43.000+0000,9.57,debit
authorized,1,POS,57072.58,M,33,QLD,2018-08-12T10:46:43.000+0000,27.07,debit
authorized,1,SALES-POS,702.23,F,18,ACT,2018-08-12T10:54:43.000+0000,11.57,debit
posted,,PAYMENT,49979.18,M,19,,2018-08-12T11:00:00.000+0000,133,debit
posted,,PAYMENT,29000.39,M,28,,2018-08-12T11:00:00.000+0000,28,debit
posted,,INTER BANK,2392.6,M,43,,2018-08-12T11:00:00.000+0000,31,debit
posted,,INTER BANK,28908.97,F,43,,2018-08-12T11:00:00.000+0000,38,debit
posted,,PAYMENT,8509.71,M,28,,2018-08-12T11:00:00.000+0000,34,debit
authorized,1,POS,2192.05,F,21,NT,2018-08-12T11:04:11.000+0000,25.06,debit
authorized,0,SALES-POS,1492.93,M,37,VIC,2018-08-12T11:16:32.000+0000,105.47,debit
authorized,1,POS,18340.76,F,38,VIC,2018-08-12T11:41:14.000+0000,29.71,debit
authorized,1,POS,1479.51,M,37,QLD,2018-08-12T11:53:34.000+0000,13.42,debit
posted,,INTER BANK,175.22,F,43,,2018-08-12T12:00:00.000+0000,179,debit
posted,,PAYMENT,4096.81,M,19,,2018-08-12T12:00:00.000+0000,37,debit
authorized,1,POS,306.51,M,38,QLD,2018-08-12T12:09:03.000+0000,8.29,debit
authorized,1,SALES-POS,813.83,F,26,QLD,2018-08-12T12:27:55.000+0000,4.88,debit
authorized,0,POS,4091.17,F,39,NSW,2018-08-12T12:46:47.000+0000,26.36,debit
authorized,1,SALES-POS,2164.9,F,21,NT,2018-08-12T13:05:59.000+0000,27.15,debit
authorized,1,SALES-POS,803.96,F,26,QLD,2018-08-12T13:25:59.000+0000,9.87,debit
authorized,1,POS,295.37,M,38,NSW,2018-08-12T13:45:59.000+0000,11.14,debit
posted,,INTER BANK,3816.85,M,18,,2018-08-12T14:00:00.000+0000,40,debit
authorized,0,POS,942.86,M,30,QLD,2018-08-12T14:03:42.000+0000,6.73,debit
authorized,1,SALES-POS,929.16,M,30,QLD,2018-08-12T14:16:02.000+0000,13.7,debit
authorized,0,POS,1297.34,M,25,QLD,2018-08-12T14:28:23.000+0000,6.45,debit
authorized,1,SALES-POS,897.85,M,30,QLD,2018-08-12T14:40:44.000+0000,31.31,debit
authorized,1,SALES-POS,2583.87,M,21,QLD,2018-08-12T14:53:05.000+0000,51.9,debit
posted,,PAYMENT,3982.17,F,39,,2018-08-12T15:00:00.000+0000,109,debit
authorized,1,POS,2548.22,M,21,VIC,2018-08-12T15:05:51.000+0000,35.65,debit
authorized,1,POS,955.77,M,23,NSW,2018-08-12T15:32:31.000+0000,31.39,debit
authorized,0,SALES-POS,16869.58,M,24,QLD,2018-08-12T15:45:51.000+0000,9.43,debit
authorized,1,SALES-POS,18316.1,F,38,SA,2018-08-12T15:59:11.000+0000,24.66,debit
posted,,PAYMENT,2158.38,M,40,,2018-08-12T16:00:00.000+0000,85,debit
posted,,PAYMENT,260160.9,M,46,,2018-08-12T16:00:00.000+0000,190,debit
authorized,1,POS,18309.37,F,38,VIC,2018-08-12T16:19:11.000+0000,6.73,debit
authorized,1,POS,797.95,F,26,VIC,2018-08-12T16:39:35.000+0000,6.01,debit
authorized,1,SALES-POS,4348.6,F,19,VIC,2018-08-12T16:59:59.000+0000,37.68,debit
posted,,PAYMENT,2749.85,F,30,,2018-08-12T17:00:00.000+0000,22,debit
authorized,1,POS,16862.31,M,24,NSW,2018-08-12T17:18:10.000+0000,7.27,debit
authorized,0,SALES-POS,18290.9,F,38,VIC,2018-08-12T17:36:21.000+0000,18.47,debit
authorized,1,SALES-POS,2531.21,M,21,VIC,2018-08-12T17:54:32.000+0000,17.01,debit
posted,,INTER BANK,1585.76,F,25,,2018-08-12T18:00:00.000+0000,124,debit
authorized,1,POS,2502.57,M,21,VIC,2018-08-12T18:18:55.000+0000,28.64,debit
posted,,PAYMENT,3193.56,F,23,,2018-08-12T19:00:00.000+0000,18,debit
posted,,INTER BANK,3789.85,M,18,,2018-08-12T19:00:00.000+0000,27,debit
posted,,PAYMENT,176.66,F,43,,2018-08-12T19:00:00.000+0000,178,debit
authorized,1,POS,3097.82,F,41,VIC,2018-08-12T19:43:30.000+0000,23.66,debit
posted,,PAYMENT,4205.74,M,29,,2018-08-12T20:00:00.000+0000,48,debit
posted,,PAYMENT,913.77,M,23,,2018-08-12T20:00:00.000+0000,42,debit
authorized,1,POS,145.51,F,43,VIC,2018-08-12T20:00:31.000+0000,29.71,debit
authorized,1,SALES-POS,3493.58,F,40,WA,2018-08-12T20:09:17.000+0000,26.84,debit
authorized,1,SALES-POS,1282.85,M,25,QLD,2018-08-12T20:18:04.000+0000,14.49,debit
authorized,1,POS,3467.6,F,40,ACT,2018-08-12T20:26:50.000+0000,25.98,debit
authorized,1,SALES-POS,15391.99,F,34,WA,2018-08-12T20:35:36.000+0000,13.78,debit
authorized,1,SALES-POS,795.06,F,26,QLD,2018-08-12T20:53:09.000+0000,2.89,debit
posted,,PAYMENT,1430.56,F,18,,2018-08-12T21:00:00.000+0000,50,debit
authorized,1,SALES-POS,751.15,F,26,QLD,2018-08-12T21:01:24.000+0000,43.91,debit
authorized,1,SALES-POS,16847.9,M,24,QLD,2018-08-12T21:07:49.000+0000,14.41,debit
authorized,1,SALES-POS,285.57,M,38,NSW,2018-08-12T21:14:13.000+0000,9.8,debit
authorized,0,SALES-POS,18281.26,F,38,VIC,2018-08-12T21:20:38.000+0000,9.64,debit
authorized,1,SALES-POS,3424.08,M,20,NSW,2018-08-12T21:27:03.000+0000,88.87,debit
authorized,1,SALES-POS,261.98,M,38,NSW,2018-08-12T21:33:27.000+0000,23.59,debit
authorized,1,SALES-POS,743.66,F,26,QLD,2018-08-12T21:39:52.000+0000,7.49,debit
authorized,0,POS,247.25,M,38,NSW,2018-08-12T21:46:16.000+0000,14.73,debit
authorized,1,POS,1273.67,M,25,VIC,2018-08-12T21:52:41.000+0000,9.18,debit
authorized,1,SALES-POS,2151.32,F,21,NT,2018-08-12T21:59:06.000+0000,13.58,debit
posted,,PAYMENT,2133.38,M,40,,2018-08-12T22:00:00.000+0000,25,debit
authorized,1,SALES-POS,2482.47,M,21,VIC,2018-08-12T22:16:13.000+0000,20.1,debit
authorized,1,POS,2346.27,M,20,VIC,2018-08-12T22:35:05.000+0000,15.84,debit
authorized,1,POS,1451.04,F,25,QLD,2018-08-12T22:53:57.000+0000,134.72,debit
authorized,0,SALES-POS,2329.94,M,20,VIC,2018-08-12T23:25:11.000+0000,16.33,debit
authorized,1,SALES-POS,115.38,F,43,VIC,2018-08-13T00:09:59.000+0000,30.13,debit
authorized,0,SALES-POS,2472.46,M,21,NSW,2018-08-13T01:53:50.000+0000,10.01,debit
posted,,PAYMENT,75.41,M,20,,2018-08-13T02:00:00.000+0000,168,debit
posted,,INTER BANK,6138.96,M,39,,2018-08-13T03:00:00.000+0000,33,debit
posted,,INTER BANK,3149.24,F,19,,2018-08-13T03:00:00.000+0000,24,debit
posted,,PAYMENT,1766.57,F,30,,2018-08-13T04:00:00.000+0000,66,debit
posted,,PAYMENT,2164.96,M,22,,2018-08-13T05:00:00.000+0000,34,debit
posted,,INTER BANK,1066.9,F,64,,2018-08-13T06:00:00.000+0000,160,debit
posted,,PAYMENT,2417.32,F,35,,2018-08-13T06:00:00.000+0000,35,debit
posted,,PAYMENT,3289.08,M,20,,2018-08-13T06:00:00.000+0000,135,debit
posted,,PAYMENT,2297.32,F,35,,2018-08-13T07:00:00.000+0000,120,debit
authorized,1,POS,245.15,M,38,NSW,2018-08-13T07:35:33.000+0000,2.1,debit
posted,,INTER BANK,190086.75,F,40,,2018-08-13T08:00:00.000+0000,51,debit
authorized,1,POS,3175.5,M,52,QLD,2018-08-13T08:20:31.000+0000,27.15,debit
authorized,0,POS,904.46,M,23,NSW,2018-08-13T08:46:50.000+0000,9.31,debit
posted,,PAYMENT,3039.56,F,23,,2018-08-13T09:00:00.000+0000,154,debit
posted,,PAYMENT,1743.49,M,42,,2018-08-13T09:00:00.000+0000,194,debit
posted,,INTER BANK,16808.9,M,24,,2018-08-13T09:00:00.000+0000,39,debit
authorized,1,POS,1439.61,F,25,WA,2018-08-13T09:02:09.000+0000,11.43,debit
authorized,1,SALES-POS,2461.14,M,21,VIC,2018-08-13T09:06:29.000+0000,11.32,debit
authorized,1,SALES-POS,7747.45,M,35,NSW,2018-08-13T09:10:49.000+0000,18.81,debit
authorized,1,SALES-POS,9470.31,M,20,ACT,2018-08-13T09:15:09.000+0000,5.27,debit
authorized,1,SALES-POS,237.74,M,38,NSW,2018-08-13T09:19:28.000+0000,7.41,debit
authorized,1,SALES-POS,1133.39,F,40,QLD,2018-08-13T09:23:48.000+0000,12.62,debit
authorized,1,SALES-POS,2447.08,M,21,VIC,2018-08-13T09:28:08.000+0000,14.06,debit
authorized,0,SALES-POS,2436.33,M,21,VIC,2018-08-13T09:32:28.000+0000,10.75,debit
authorized,1,POS,3085.18,F,41,VIC,2018-08-13T09:36:47.000+0000,12.64,debit
authorized,1,POS,729.2,F,26,QLD,2018-08-13T09:41:07.000+0000,14.46,debit
authorized,1,SALES-POS,2972.71,M,44,VIC,2018-08-13T09:45:27.000+0000,25.85,debit
authorized,1,SALES-POS,2117.78,F,21,NT,2018-08-13T09:49:47.000+0000,33.54,debit
authorized,1,SALES-POS,1265.82,M,25,NSW,2018-08-13T09:54:06.000+0000,7.85,debit
authorized,1,POS,1043.87,M,27,VIC,2018-08-13T09:58:26.000+0000,69.83,debit
posted,,PAYMENT,2293.77,M,21,,2018-08-13T10:00:00.000+0000,134,debit
authorized,1,POS,2427.77,M,21,TAS,2018-08-13T10:05:17.000+0000,8.56,debit
authorized,1,POS,712.43,F,26,QLD,2018-08-13T10:13:33.000+0000,16.77,debit
authorized,1,SALES-POS,679.44,F,26,QLD,2018-08-13T10:21:49.000+0000,32.99,debit
authorized,1,POS,229.46,M,38,NSW,2018-08-13T10:30:04.000+0000,8.28,debit
authorized,1,SALES-POS,1640.51,F,34,NSW,2018-08-13T10:38:20.000+0000,39.77,debit
authorized,1,POS,667.83,F,26,QLD,2018-08-13T10:46:36.000+0000,11.61,debit
authorized,1,POS,3073.89,F,41,VIC,2018-08-13T10:54:52.000+0000,11.29,debit
posted,,PAY/SALARY,3351.9,F,34,,2018-08-13T11:00:00.000+0000,1711.39,credit
posted,,PAYMENT,3305.9,F,34,,2018-08-13T11:00:00.000+0000,46,debit
posted,,PAYMENT,3226.9,F,34,,2018-08-13T11:00:00.000+0000,79,debit
posted,,PAYMENT,49942.18,M,19,,2018-08-13T11:00:00.000+0000,37,debit
posted,,PAY/SALARY,2025.48,F,40,,2018-08-13T11:00:00.000+0000,892.09,credit
posted,,PAYMENT,31543.39,M,38,,2018-08-13T11:00:00.000+0000,42,debit
posted,,PAY/SALARY,1853.29,F,26,,2018-08-13T11:00:00.000+0000,1843.14,credit
authorized,1,SALES-POS,660.86,F,26,QLD,2018-08-13T11:09:29.000+0000,6.97,debit
authorized,1,POS,2314.25,M,20,VIC,2018-08-13T11:59:29.000+0000,15.69,debit
posted,,PAY/SALARY,3955.08,M,20,,2018-08-13T12:00:00.000+0000,1640.83,credit
posted,,PAYMENT,3271.6,F,40,,2018-08-13T12:00:00.000+0000,196,debit
posted,,PAY/SALARY,3160.27,F,35,,2018-08-13T12:00:00.000+0000,862.95,credit
authorized,1,POS,1427.39,F,25,VIC,2018-08-13T12:19:12.000+0000,12.22,debit
authorized,1,SALES-POS,1414.58,F,25,WA,2018-08-13T12:38:49.000+0000,12.81,debit
authorized,1,SALES-POS,1250.68,M,25,QLD,2018-08-13T12:58:25.000+0000,15.14,debit
posted,,PAY/SALARY,2887.54,M,31,,2018-08-13T13:00:00.000+0000,2886.52,credit
posted,,PAY/SALARY,4980.61,M,43,,2018-08-13T13:00:00.000+0000,2588.01,credit
posted,,PAY/SALARY,2440.1,M,27,,2018-08-13T13:00:00.000+0000,1396.23,credit
posted,,PAY/SALARY,29573.4,F,43,,2018-08-13T13:00:00.000+0000,664.43,credit
posted,,PAY/SALARY,2179.91,F,24,,2018-08-13T13:00:00.000+0000,1059.84,credit
posted,,PAY/SALARY,5087.36,M,19,,2018-08-13T13:00:00.000+0000,990.55,credit
authorized,1,SALES-POS,130.53,M,38,NSW,2018-08-13T13:22:26.000+0000,98.93,debit
authorized,1,POS,5785.62,M,26,VIC,2018-08-13T13:46:49.000+0000,5.93,debit
posted,,PAYMENT,5643.84,M,21,,2018-08-13T14:00:00.000+0000,40,debit
posted,,PAY/SALARY,4413.74,M,40,,2018-08-13T14:00:00.000+0000,2280.36,credit
posted,,PAYMENT,28980.39,M,28,,2018-08-13T14:00:00.000+0000,20,debit
posted,,PAY/SALARY,3317.79,F,30,,2018-08-13T14:00:00.000+0000,1636.72,credit
authorized,0,POS,5779.82,M,26,VIC,2018-08-13T14:11:47.000+0000,5.8,debit
authorized,0,SALES-POS,805.63,M,30,NSW,2018-08-13T14:37:26.000+0000,92.22,debit
posted,,INTER BANK,1711.57,F,30,,2018-08-13T15:00:00.000+0000,55,debit
posted,,PAYMENT,3017.56,F,23,,2018-08-13T15:00:00.000+0000,22,debit
authorized,0,POS,8887.29,M,38,VIC,2018-08-13T15:02:26.000+0000,21.88,debit
authorized,1,SALES-POS,56915.98,M,33,NSW,2018-08-13T15:22:51.000+0000,156.6,debit
authorized,1,SALES-POS,871.68,M,23,NSW,2018-08-13T15:43:15.000+0000,32.78,debit
authorized,0,SALES-POS,529.38,M,30,NSW,2018-08-13T16:05:17.000+0000,276.25,debit
authorized,0,SALES-POS,1232.96,M,25,NSW,2018-08-13T16:34:42.000+0000,17.72,debit
posted,,PAY/SALARY,52796.92,M,19,,2018-08-13T17:00:00.000+0000,2854.74,credit
posted,,PAYMENT,3113.24,F,19,,2018-08-13T17:00:00.000+0000,36,debit
posted,,PAY/SALARY,33035.16,M,28,,2018-08-13T17:00:00.000+0000,4054.77,credit
posted,,PAYMENT,2126.91,F,24,,2018-08-13T17:00:00.000+0000,53,debit
authorized,1,SALES-POS,683.82,F,18,SA,2018-08-13T17:04:30.000+0000,18.41,debit
authorized,0,POS,1464.43,M,37,NSW,2018-08-13T17:36:46.000+0000,15.08,debit
authorized,1,POS,520.65,F,53,QLD,2018-08-13T18:09:39.000+0000,13.08,debit
authorized,0,SALES-POS,15363.14,F,34,SA,2018-08-13T18:44:08.000+0000,28.85,debit
posted,,PAYMENT,1079.66,M,26,,2018-08-13T19:00:00.000+0000,106,debit
posted,,PAYMENT,3734.85,M,18,,2018-08-13T19:00:00.000+0000,55,debit
authorized,1,POS,618.86,F,26,NSW,2018-08-13T19:22:29.000+0000,42,debit
posted,,PAYMENT,2679.42,M,69,,2018-08-13T20:00:00.000+0000,64,debit
posted,,PAYMENT,106143.58,M,42,,2018-08-13T20:00:00.000+0000,33,debit
posted,,PAYMENT,1369.56,F,18,,2018-08-13T20:00:00.000+0000,61,debit
authorized,1,SALES-POS,489.32,M,30,QLD,2018-08-13T20:01:35.000+0000,40.06,debit
authorized,0,POS,613.19,F,26,QLD,2018-08-13T20:17:27.000+0000,5.67,debit
authorized,1,POS,601.95,F,26,QLD,2018-08-13T20:33:19.000+0000,11.24,debit
authorized,1,SALES-POS,2110.25,F,21,NT,2018-08-13T20:49:12.000+0000,7.53,debit
authorized,1,SALES-POS,38.84,F,43,QLD,2018-08-13T21:03:59.000+0000,76.54,debit
authorized,0,SALES-POS,589.31,F,26,QLD,2018-08-13T21:16:29.000+0000,12.64,debit
authorized,1,SALES-POS,585.76,F,26,QLD,2018-08-13T21:41:29.000+0000,3.55,debit
authorized,1,SALES-POS,3031.11,F,41,VIC,2018-08-13T21:53:59.000+0000,42.78,debit
posted,,PAYMENT,8425.71,M,28,,2018-08-13T22:00:00.000+0000,84,debit
posted,,PAYMENT,5056.36,M,19,,2018-08-13T22:00:00.000+0000,31,debit
authorized,1,SALES-POS,579.32,F,26,QLD,2018-08-13T22:15:17.000+0000,6.44,debit
authorized,1,SALES-POS,16786.83,M,24,QLD,2018-08-13T22:44:42.000+0000,22.07,debit
posted,,PAYMENT,5718.82,M,26,,2018-08-13T23:00:00.000+0000,61,debit
authorized,1,SALES-POS,2660.61,M,69,VIC,2018-08-13T23:59:59.000+0000,18.81,debit
authorized,1,SALES-POS,8395.93,M,28,VIC,2018-08-14T01:01:28.000+0000,29.78,debit
authorized,1,POS,3508.28,M,22,NSW,2018-08-14T01:38:31.000+0000,26.02,debit
posted,,INTER BANK,559.32,F,26,,2018-08-14T02:00:00.000+0000,20,debit
posted,,PAYMENT,3053.9,F,34,,2018-08-14T03:00:00.000+0000,173,debit
posted,,PAYMENT,1738.81,M,22,,2018-08-14T03:00:00.000+0000,136,debit
posted,,INTER BANK,3451.29,F,35,,2018-08-14T03:00:00.000+0000,17,debit
posted,,PHONE BANK,4162.74,M,29,,2018-08-14T03:00:00.000+0000,43,debit
posted,,PAYMENT,2600.85,F,30,,2018-08-14T03:00:00.000+0000,149,debit
posted,,INTER BANK,1909.84,F,21,,2018-08-14T04:00:00.000+0000,20,debit
posted,,PAYMENT,2985.27,F,35,,2018-08-14T04:00:00.000+0000,175,debit
posted,,PAYMENT,33005.16,M,28,,2018-08-14T04:00:00.000+0000,30,debit
posted,,PAYMENT,4909.61,M,43,,2018-08-14T04:00:00.000+0000,71,debit
authorized,1,SALES-POS,190016.02,F,40,VIC,2018-08-14T04:13:02.000+0000,70.73,debit
authorized,1,POS,863.94,M,23,NSW,2018-08-14T04:56:31.000+0000,7.74,debit
posted,,INTER BANK,8845.29,M,38,,2018-08-14T05:00:00.000+0000,42,debit
posted,,PAYMENT,2778.97,F,34,,2018-08-14T05:00:00.000+0000,20,debit
posted,,PAYMENT,3961.17,F,39,,2018-08-14T06:00:00.000+0000,21,debit
posted,,PAYMENT,9431.31,M,20,,2018-08-14T07:00:00.000+0000,39,debit
posted,,PAYMENT,3921.08,M,20,,2018-08-14T07:00:00.000+0000,34,debit
posted,,PAYMENT,523.32,F,26,,2018-08-14T07:00:00.000+0000,36,debit
authorized,1,SALES-POS,2278.59,M,21,VIC,2018-08-14T07:27:29.000+0000,15.18,debit
posted,,PAYMENT,3415.29,F,35,,2018-08-14T08:00:00.000+0000,36,debit
authorized,1,POS,2026.13,F,27,WA,2018-08-14T08:08:25.000+0000,22.46,debit
authorized,1,SALES-POS,841.07,M,23,NSW,2018-08-14T08:25:57.000+0000,22.87,debit
authorized,1,POS,2252.19,M,21,VIC,2018-08-14T08:43:30.000+0000,26.4,debit
posted,,INTER BANK,32976.16,M,28,,2018-08-14T09:00:00.000+0000,29,debit
posted,,PAYMENT,4157.66,F,19,,2018-08-14T09:00:00.000+0000,54,debit
authorized,1,POS,2406.73,M,27,VIC,2018-08-14T09:00:15.000+0000,33.37,debit
authorized,1,POS,2242.53,M,21,VIC,2018-08-14T09:04:36.000+0000,9.66,debit
authorized,1,POS,1845.73,F,26,NSW,2018-08-14T09:08:57.000+0000,7.56,debit
authorized,1,POS,2111.96,F,24,VIC,2018-08-14T09:13:18.000+0000,14.95,debit
authorized,1,SALES-POS,2357.85,M,27,VIC,2018-08-14T09:17:39.000+0000,48.88,debit
authorized,1,SALES-POS,3676.25,F,39,NSW,2018-08-14T09:21:59.000+0000,284.92,debit
authorized,1,POS,1407.55,F,25,WA,2018-08-14T09:26:20.000+0000,7.03,debit
authorized,1,POS,3492.36,M,22,NSW,2018-08-14T09:30:41.000+0000,15.92,debit
authorized,0,POS,6107.81,M,39,VIC,2018-08-14T09:35:02.000+0000,31.15,debit
authorized,1,SALES-POS,508.23,F,26,QLD,2018-08-14T09:39:23.000+0000,15.09,debit
authorized,1,POS,25.97,F,43,VIC,2018-08-14T09:43:44.000+0000,12.87,debit
authorized,1,SALES-POS,189986.01,F,40,SA,2018-08-14T09:48:05.000+0000,30.01,debit
authorized,1,POS,2102.16,F,21,NT,2018-08-14T09:52:26.000+0000,8.09,debit
authorized,0,SALES-POS,497.67,F,26,QLD,2018-08-14T09:56:46.000+0000,10.56,debit
posted,,PAYMENT,8291.29,M,38,,2018-08-14T10:00:00.000+0000,554,debit
authorized,0,POS,2306.06,F,20,NSW,2018-08-14T10:02:35.000+0000,69.49,debit
authorized,1,POS,570.58,F,18,NT,2018-08-14T10:12:35.000+0000,113.24,debit
authorized,1,SALES-POS,1393.73,F,25,QLD,2018-08-14T10:22:35.000+0000,13.82,debit
authorized,1,SALES-POS,1678.42,M,22,NSW,2018-08-14T10:32:35.000+0000,60.39,debit
authorized,1,SALES-POS,56884.03,M,33,VIC,2018-08-14T10:42:35.000+0000,31.95,debit
authorized,1,SALES-POS,2296.26,F,20,NSW,2018-08-14T10:52:35.000+0000,9.8,debit
posted,,PAYMENT,2893.9,F,34,,2018-08-14T11:00:00.000+0000,160,debit
posted,,PAYMENT,3370.29,F,35,,2018-08-14T11:00:00.000+0000,45,debit
authorized,1,SALES-POS,1207.95,F,25,WA,2018-08-14T11:02:15.000+0000,185.78,debit
authorized,1,POS,2648.68,M,69,VIC,2018-08-14T11:10:57.000+0000,11.93,debit
authorized,1,SALES-POS,56839.54,M,33,VIC,2018-08-14T11:19:39.000+0000,44.49,debit
authorized,1,SALES-POS,54.87,M,20,VIC,2018-08-14T11:28:20.000+0000,20.54,debit
authorized,0,SALES-POS,5054.84,M,19,NSW,2018-08-14T11:37:02.000+0000,1.52,debit
authorized,1,SALES-POS,445.4,F,53,QLD,2018-08-14T11:45:44.000+0000,75.25,debit
authorized,1,POS,8383.2,M,28,WA,2018-08-14T11:54:26.000+0000,12.73,debit
posted,,PAY/SALARY,5813.53,F,35,,2018-08-14T12:00:00.000+0000,2443.24,credit
posted,,PAY/SALARY,59558.05,M,33,,2018-08-14T12:00:00.000+0000,2718.51,credit
authorized,0,SALES-POS,426.55,F,26,QLD,2018-08-14T12:07:39.000+0000,71.12,debit
authorized,1,SALES-POS,12.54,F,43,VIC,2018-08-14T12:28:56.000+0000,13.43,debit
authorized,0,POS,2632.12,M,69,VIC,2018-08-14T12:50:12.000+0000,16.56,debit
posted,,PAY/SALARY,1966.12,M,31,,2018-08-14T13:00:00.000+0000,996.24,credit
posted,,PAY/SALARY,14565.96,M,42,,2018-08-14T13:00:00.000+0000,1757.81,credit
authorized,1,POS,1974.44,F,40,QLD,2018-08-14T13:11:59.000+0000,51.04,debit
authorized,1,SALES-POS,1884.97,F,21,VIC,2018-08-14T13:34:13.000+0000,24.87,debit
authorized,0,POS,428.23,F,53,QLD,2018-08-14T13:56:26.000+0000,17.17,debit
posted,,PAYMENT,15315.74,F,34,,2018-08-14T14:00:00.000+0000,39,debit
posted,,PAY/SALARY,1331.91,F,18,,2018-08-14T14:00:00.000+0000,761.33,credit
posted,,PAYMENT,2329.85,M,27,,2018-08-14T14:00:00.000+0000,28,debit
posted,,PAY/SALARY,3357.61,F,21,,2018-08-14T14:00:00.000+0000,1037.07,credit
authorized,1,SALES-POS,15354.74,F,34,SA,2018-08-14T14:11:59.000+0000,8.4,debit
authorized,1,POS,59527.39,M,33,VIC,2018-08-14T14:26:17.000+0000,30.66,debit
authorized,1,SALES-POS,2320.54,F,21,NSW,2018-08-14T14:40:34.000+0000,4.3,debit
authorized,0,SALES-POS,2092.85,F,24,QLD,2018-08-14T14:54:51.000+0000,19.11,debit
posted,,PAYMENT,1175.95,F,25,,2018-08-14T15:00:00.000+0000,32,debit
authorized,1,SALES-POS,52783.71,M,19,WA,2018-08-14T15:05:52.000+0000,13.21,debit
authorized,1,POS,2017.82,F,27,WA,2018-08-14T15:15:02.000+0000,8.31,debit
authorized,1,POS,5711.68,M,26,VIC,2018-08-14T15:24:13.000+0000,7.14,debit
authorized,1,POS,3338.15,F,21,NSW,2018-08-14T15:33:23.000+0000,19.46,debit
authorized,1,SALES-POS,3317.55,F,21,WA,2018-08-14T15:42:34.000+0000,20.6,debit
authorized,1,POS,15296.12,F,34,WA,2018-08-14T15:51:44.000+0000,19.62,debit
posted,,PAY/SALARY,1398.7,F,53,,2018-08-14T16:00:00.000+0000,970.47,credit
posted,,PAYMENT,3382.18,M,25,,2018-08-14T16:00:00.000+0000,46,debit
authorized,1,SALES-POS,2878.79,M,31,NSW,2018-08-14T16:02:19.000+0000,8.75,debit
authorized,1,SALES-POS,3097.7,F,19,VIC,2018-08-14T16:25:34.000+0000,15.54,debit
authorized,0,POS,2612.82,M,69,VIC,2018-08-14T16:48:50.000+0000,19.3,debit
posted,,PAYMENT,3441.89,M,44,,2018-08-14T17:00:00.000+0000,27,debit
